user_id,fold,is_candidate,starved_in_2050,starvation_time
40959,calibration,0,,
41007,calibration,0,,
41027,calibration,1,0,
41029,calibration,0,,
41059,evaluation,0,,
41082,evaluation,0,,
41163,evaluation,0,,
41219,calibration,1,0,
41262,evaluation,0,,
41305,calibration,1,0,
41366,evaluation,0,,
41379,calibration,0,,
41424,calibration,0,,
41467,calibration,0,,
41475,evaluation,0,,
41487,evaluation,1,0,
41500,calibration,0,,
41608,evaluation,1,0,
41638,evaluation,0,,
41666,evaluation,1,0,
41682,calibration,0,,
41692,evaluation,0,,
41703,calibration,1,0,
41720,evaluation,0,,
41754,evaluation,0,,
41772,evaluation,1,0,
41785,calibration,0,,
41786,evaluation,1,0,
41834,evaluation,0,,
41848,calibration,1,0,
41890,calibration,0,,
41895,evaluation,0,,
41959,evaluation,0,,
42007,calibration,1,0,
42026,evaluation,0,,
42077,evaluation,0,,
42107,evaluation,0,,
42143,calibration,0,,
42161,evaluation,0,,
42167,evaluation,0,,
42202,evaluation,1,0,
42295,evaluation,0,,
42303,calibration,0,,
42329,calibration,1,0,
42359,calibration,0,,
42378,evaluation,1,0,
42388,evaluation,1,0,
42504,calibration,0,,
42539,calibration,0,,
42540,evaluation,0,,
42579,evaluation,1,0,
42630,calibration,0,,
42700,evaluation,0,,
42751,calibration,0,,
42760,calibration,1,0,
42781,evaluation,0,,
42783,calibration,1,0,
42821,evaluation,1,0,
42855,evaluation,1,0,
42876,calibration,0,,
42887,calibration,1,0,
42933,evaluation,0,,
42967,evaluation,0,,
42995,evaluation,0,,
43063,calibration,0,,
43091,evaluation,1,0,
43244,calibration,0,,
43264,evaluation,1,0,
43305,calibration,0,,
43337,calibration,0,,
43348,evaluation,1,0,
43359,evaluation,0,,
43433,evaluation,1,0,
43436,evaluation,1,0,
43438,calibration,0,,
43459,evaluation,1,0,
43467,evaluation,1,0,
43594,evaluation,0,,
43596,calibration,0,,
43634,evaluation,1,0,
43637,calibration,0,,
43639,evaluation,0,,
43678,evaluation,0,,
43773,evaluation,1,0,
43783,evaluation,0,,
43814,evaluation,0,,
43881,evaluation,0,,
43934,evaluation,0,,
43938,calibration,0,,
43943,calibration,0,,
43954,calibration,1,0,
43987,evaluation,0,,
44045,evaluation,0,,
44147,calibration,1,0,
44164,calibration,0,,
44305,evaluation,0,,
44357,calibration,0,,
44370,calibration,0,,
44411,calibration,1,0,
44415,calibration,0,,
44420,calibration,0,,
44482,evaluation,0,,
44492,evaluation,0,,
44516,calibration,0,,
44523,calibration,0,,
44525,calibration,1,0,
44555,calibration,0,,
44570,calibration,0,,
44673,calibration,0,,
44754,evaluation,0,,
44782,evaluation,1,0,
44798,calibration,0,,
44832,evaluation,1,0,
44848,evaluation,0,,
44865,calibration,0,,
44895,calibration,1,0,
44908,evaluation,1,0,
44919,calibration,1,0,
44946,calibration,1,0,
44957,calibration,1,0,
44967,evaluation,1,0,
44990,evaluation,0,,
45086,evaluation,0,,
45125,calibration,0,,
45175,evaluation,1,0,
45218,evaluation,0,,
45283,calibration,0,,
45294,calibration,0,,
45331,evaluation,0,,
45337,calibration,0,,
45367,evaluation,0,,
45380,evaluation,1,0,
45447,evaluation,1,0,
45465,calibration,0,,
45481,evaluation,0,,
45484,calibration,0,,
45491,calibration,1,0,
45526,calibration,0,,
45537,calibration,0,,
45652,calibration,0,,
45715,evaluation,1,0,
45730,calibration,0,,
45739,evaluation,0,,
45747,calibration,0,,
45836,evaluation,0,,
45865,calibration,0,,
45903,calibration,0,,
46007,evaluation,1,0,
46078,calibration,0,,
46087,evaluation,0,,
46093,calibration,0,,
46110,calibration,1,0,
46121,calibration,1,0,
46155,calibration,0,,
46194,calibration,0,,
46227,calibration,0,,
46229,calibration,0,,
46256,calibration,0,,
46316,evaluation,0,,
46412,evaluation,1,0,
46586,calibration,0,,
46605,calibration,1,0,
46691,calibration,0,,
46709,calibration,0,,
46742,evaluation,1,0,
46777,calibration,0,,
46781,calibration,0,,
46784,calibration,0,,
46815,calibration,0,,
46836,calibration,0,,
46838,evaluation,0,,
46889,calibration,0,,
46903,evaluation,0,,
46908,evaluation,0,,
46933,evaluation,0,,
46939,calibration,0,,
46978,calibration,0,,
46981,evaluation,0,,
46984,evaluation,1,0,
47014,calibration,0,,
47064,evaluation,0,,
47131,calibration,0,,
47190,evaluation,0,,
47350,calibration,0,,
47385,evaluation,0,,
47389,evaluation,0,,
47442,calibration,1,0,
47444,evaluation,0,,
47551,calibration,0,,
47558,calibration,1,0,
47574,evaluation,1,0,
47590,evaluation,0,,
47621,calibration,0,,
47698,evaluation,0,,
47708,evaluation,1,0,
47793,calibration,0,,
47826,calibration,0,,
47878,evaluation,0,,
47955,calibration,0,,
47981,evaluation,1,0,
47982,evaluation,0,,
48083,calibration,0,,
48088,calibration,0,,
48159,calibration,0,,
48183,evaluation,0,,
48196,calibration,0,,
48230,calibration,0,,
48233,evaluation,0,,
48250,calibration,0,,
48348,evaluation,1,0,
48357,evaluation,0,,
48484,evaluation,0,,
48496,evaluation,0,,
48503,evaluation,0,,
48541,calibration,1,0,
48639,calibration,0,,
48786,calibration,1,0,
48893,evaluation,0,,
48940,calibration,0,,
48958,evaluation,0,,
48988,evaluation,1,0,
48996,calibration,0,,
49000,calibration,1,0,
49006,calibration,1,0,
49053,calibration,0,,
49063,calibration,1,0,
49078,evaluation,1,0,
49119,evaluation,1,0,
49149,evaluation,0,,
49177,evaluation,1,0,
49194,evaluation,0,,
49203,evaluation,0,,
49235,evaluation,0,,
49318,calibration,1,0,
49396,calibration,0,,
49468,calibration,1,0,
49549,evaluation,0,,
49559,calibration,1,0,
49607,evaluation,0,,
49617,calibration,0,,
49625,evaluation,0,,
49660,calibration,1,0,
49663,evaluation,0,,
49672,calibration,0,,
49692,calibration,0,,
49734,calibration,1,0,
49749,calibration,0,,
49776,calibration,0,,
49784,evaluation,0,,
49828,evaluation,1,0,
49867,evaluation,1,0,
49906,calibration,0,,
49915,calibration,0,,
49975,evaluation,0,,
49998,calibration,1,0,
50016,evaluation,1,0,
50077,calibration,0,,
50114,calibration,0,,
50137,evaluation,0,,
50173,calibration,0,,
50292,calibration,1,0,
50296,calibration,0,,
50319,calibration,1,0,
50388,calibration,0,,
50415,calibration,0,,
50452,calibration,0,,
50479,calibration,0,,
50522,calibration,0,,
50535,calibration,1,0,
50539,evaluation,0,,
50546,evaluation,1,0,
50617,evaluation,0,,
50639,evaluation,0,,
50727,evaluation,0,,
50798,evaluation,0,,
50831,calibration,1,0,
50868,calibration,1,0,
50919,calibration,0,,
50948,evaluation,0,,
50972,evaluation,0,,
51016,calibration,1,0,
51036,evaluation,0,,
51096,evaluation,0,,
51169,calibration,0,,
51201,evaluation,0,,
51202,calibration,0,,
51222,evaluation,0,,
51238,evaluation,1,0,
51241,calibration,1,0,
51259,evaluation,0,,
51318,calibration,1,0,
51353,calibration,0,,
51354,calibration,0,,
51398,evaluation,0,,
51455,calibration,1,0,
51501,calibration,1,0,
51523,calibration,1,0,
51558,calibration,0,,
51576,calibration,0,,
51584,evaluation,0,,
51602,calibration,0,,
51606,evaluation,0,,
51649,calibration,0,,
51656,evaluation,0,,
51659,calibration,0,,
51720,calibration,0,,
51797,evaluation,0,,
51859,calibration,0,,
51870,calibration,1,0,
51951,evaluation,0,,
52044,calibration,0,,
52051,calibration,1,0,
52052,calibration,1,0,
52130,calibration,0,,
52276,evaluation,1,0,
52291,calibration,0,,
52314,evaluation,0,,
52327,calibration,0,,
52353,evaluation,1,0,
52357,evaluation,0,,
52361,calibration,0,,
52373,evaluation,0,,
52379,evaluation,0,,
52393,evaluation,0,,
52568,calibration,0,,
52594,calibration,0,,
52602,calibration,0,,
52606,calibration,0,,
52641,evaluation,0,,
52654,calibration,1,0,
52717,calibration,0,,
52732,calibration,0,,
52736,evaluation,1,0,
52739,calibration,0,,
52779,evaluation,0,,
52817,calibration,0,,
52909,calibration,0,,
52936,evaluation,1,0,
52944,evaluation,0,,
52970,evaluation,1,0,
52975,calibration,0,,
52998,evaluation,0,,
53000,evaluation,0,,
53006,evaluation,0,,
53032,evaluation,1,0,
53065,evaluation,1,0,
53126,calibration,0,,
53127,calibration,0,,
53131,evaluation,0,,
53165,evaluation,1,0,
53352,calibration,0,,
53386,evaluation,0,,
53420,evaluation,0,,
53495,evaluation,0,,
53502,calibration,0,,
53516,calibration,0,,
53530,calibration,1,0,
53550,calibration,0,,
53605,evaluation,1,0,
53694,evaluation,0,,
53795,calibration,0,,
53808,evaluation,1,0,
53899,calibration,0,,
53903,evaluation,0,,
53924,evaluation,0,,
53946,evaluation,0,,
53949,calibration,0,,
53984,evaluation,0,,
54071,evaluation,1,0,
54110,evaluation,0,,
54145,evaluation,0,,
54150,evaluation,0,,
54232,evaluation,1,0,
54354,calibration,0,,
54377,calibration,0,,
54395,calibration,1,0,
54398,evaluation,0,,
54434,evaluation,0,,
54439,calibration,1,0,
54458,calibration,0,,
54508,evaluation,1,0,
54562,evaluation,1,0,
54612,evaluation,0,,
54623,evaluation,1,0,
54631,calibration,1,0,
54716,calibration,0,,
54801,evaluation,0,,
54829,evaluation,0,,
54847,calibration,0,,
54853,evaluation,0,,
54856,calibration,0,,
54910,evaluation,0,,
54924,evaluation,0,,
54971,calibration,0,,
54973,calibration,0,,
54979,calibration,1,0,
55060,evaluation,0,,
55141,calibration,1,0,
55157,evaluation,1,0,
55166,evaluation,0,,
55172,calibration,1,0,
55189,evaluation,1,0,
55198,calibration,0,,
55205,evaluation,0,,
55231,evaluation,0,,
55248,evaluation,0,,
55268,calibration,0,,
55273,evaluation,0,,
55302,calibration,0,,
55305,evaluation,0,,
55405,calibration,1,0,
55414,evaluation,0,,
55425,evaluation,1,0,
55462,evaluation,1,0,
55470,calibration,1,0,
55569,calibration,0,,
55580,calibration,0,,
55666,calibration,0,,
55698,calibration,0,,
55739,evaluation,0,,
55762,evaluation,0,,
55818,calibration,1,0,
55828,calibration,1,0,
55844,evaluation,1,0,
55984,calibration,1,0,
56019,evaluation,0,,
56047,evaluation,0,,
56063,evaluation,1,0,
56101,calibration,0,,
56138,calibration,0,,
56167,evaluation,0,,
56170,calibration,0,,
56181,calibration,0,,
56203,calibration,0,,
56271,evaluation,0,,
56313,calibration,0,,
56340,calibration,0,,
56418,evaluation,0,,
56440,evaluation,1,0,
56473,evaluation,1,0,
56496,evaluation,1,0,
56528,calibration,1,0,
56544,evaluation,0,,
56587,evaluation,0,,
56686,evaluation,0,,
56748,calibration,0,,
56787,evaluation,1,0,
56836,calibration,0,,
56876,calibration,1,0,
56925,calibration,1,0,
56938,evaluation,0,,
56952,calibration,0,,
56981,calibration,0,,
57039,evaluation,0,,
57080,calibration,0,,
57083,calibration,0,,
57122,calibration,0,,
57160,calibration,1,0,
57197,calibration,1,0,
57220,evaluation,0,,
57308,calibration,0,,
57324,evaluation,0,,
57338,calibration,1,0,
57418,calibration,1,0,
57494,evaluation,0,,
57517,calibration,1,0,
57542,evaluation,0,,
57563,evaluation,0,,
57568,calibration,0,,
57604,evaluation,1,0,
57693,calibration,0,,
57738,calibration,0,,
57784,calibration,0,,
57804,evaluation,0,,
57816,calibration,0,,
57839,evaluation,1,0,
57844,calibration,1,0,
57856,evaluation,0,,
57908,evaluation,1,0,
57929,evaluation,1,0,
57972,evaluation,0,,
57976,calibration,0,,
57982,calibration,0,,
58033,calibration,1,0,
58050,calibration,0,,
58070,evaluation,0,,
58106,calibration,1,0,
58186,calibration,0,,
58194,calibration,0,,
58199,calibration,1,0,
58216,calibration,0,,
58232,calibration,0,,
58242,calibration,0,,
58243,calibration,0,,
58247,evaluation,1,0,
58278,calibration,1,0,
58330,calibration,0,,
58332,evaluation,0,,
58359,calibration,1,0,
58446,calibration,0,,
58473,calibration,1,0,
58500,calibration,0,,
58565,calibration,0,,
58582,evaluation,0,,
58588,evaluation,1,0,
58606,calibration,0,,
58627,calibration,0,,
58637,calibration,0,,
58671,calibration,1,0,
58695,evaluation,0,,
58708,evaluation,0,,
58715,evaluation,0,,
58795,calibration,0,,
58803,calibration,0,,
58885,calibration,1,0,
58904,calibration,1,0,
58984,evaluation,0,,
59006,calibration,0,,
59017,calibration,1,0,
59018,calibration,0,,
59129,calibration,0,,
59132,calibration,0,,
59145,evaluation,1,0,
59254,calibration,1,0,
59324,evaluation,0,,
59398,calibration,1,0,
59439,calibration,0,,
59613,calibration,0,,
59630,evaluation,1,0,
59642,evaluation,0,,
59671,calibration,0,,
59691,calibration,0,,
59707,calibration,0,,
59714,calibration,0,,
59745,evaluation,0,,
59794,evaluation,0,,
59811,calibration,0,,
59818,evaluation,0,,
59838,calibration,0,,
59849,calibration,0,,
59854,calibration,0,,
59884,evaluation,0,,
59893,evaluation,0,,
60043,calibration,0,,
60052,calibration,0,,
60070,evaluation,1,0,
60160,calibration,1,0,
60272,calibration,1,0,
60308,evaluation,0,,
60355,evaluation,0,,
60389,calibration,0,,
60401,evaluation,0,,
60424,calibration,0,,
60437,calibration,0,,
60457,calibration,1,0,
60483,evaluation,0,,
60484,calibration,1,0,
60528,calibration,1,0,
60651,calibration,1,0,
60655,evaluation,1,0,
60713,evaluation,0,,
60797,calibration,1,0,
60798,evaluation,0,,
60812,calibration,0,,
60831,calibration,0,,
60844,calibration,0,,
60851,evaluation,0,,
60899,evaluation,0,,
60907,evaluation,0,,
60938,evaluation,0,,
60953,calibration,1,0,
61084,calibration,0,,
61101,calibration,0,,
61125,evaluation,0,,
61180,calibration,0,,
61183,calibration,1,0,
61194,evaluation,1,0,
61202,evaluation,0,,
61210,evaluation,0,,
61237,calibration,0,,
61328,evaluation,0,,
61329,calibration,0,,
61403,evaluation,0,,
61440,calibration,0,,
61463,evaluation,0,,
61475,calibration,0,,
61487,calibration,0,,
61516,calibration,0,,
61585,evaluation,1,0,
61645,evaluation,1,0,
61657,calibration,1,0,
61677,evaluation,1,0,
61712,calibration,0,,
61719,calibration,1,0,
61768,calibration,0,,
61798,evaluation,1,0,
61844,calibration,0,,
61906,calibration,0,,
61963,evaluation,0,,
62008,calibration,1,0,
62011,evaluation,0,,
62031,evaluation,0,,
62102,evaluation,0,,
62180,evaluation,1,0,
62182,calibration,0,,
62213,evaluation,0,,
62264,calibration,0,,
62272,evaluation,1,0,
62277,calibration,0,,
62344,evaluation,1,0,
62383,evaluation,1,0,
62401,calibration,0,,
62454,calibration,0,,
62488,calibration,0,,
62545,evaluation,0,,
62555,evaluation,0,,
62565,evaluation,1,0,
62585,evaluation,1,0,
62589,evaluation,0,,
62607,calibration,0,,
62700,calibration,1,0,
62705,calibration,1,0,
62737,calibration,1,0,
62759,calibration,0,,
62836,calibration,0,,
62841,calibration,0,,
62888,calibration,0,,
62915,calibration,0,,
62935,evaluation,1,0,
63008,evaluation,0,,
63022,calibration,0,,
63143,evaluation,0,,
63172,evaluation,0,,
63200,calibration,0,,
63296,calibration,0,,
63327,evaluation,0,,
63351,calibration,0,,
63353,evaluation,0,,
63499,calibration,1,0,
63507,calibration,1,0,
63537,evaluation,1,0,
63539,calibration,1,0,
63560,calibration,1,0,
63570,calibration,0,,
63613,evaluation,1,0,
63668,calibration,0,,
63746,evaluation,0,,
63752,calibration,1,0,
63771,evaluation,1,0,
63776,evaluation,0,,
63829,evaluation,1,0,
63893,evaluation,0,,
63904,evaluation,0,,
63946,calibration,0,,
63998,evaluation,0,,
64018,calibration,1,0,
64025,evaluation,0,,
64101,calibration,0,,
64127,evaluation,0,,
64176,calibration,0,,
64198,calibration,0,,
64216,calibration,0,,
64224,calibration,0,,
64234,evaluation,0,,
64252,evaluation,0,,
64321,calibration,1,0,
64327,calibration,1,0,
64356,evaluation,1,0,
64363,calibration,1,0,
64366,calibration,1,0,
64437,evaluation,0,,
64441,calibration,1,0,
64455,evaluation,0,,
64462,evaluation,0,,
64485,evaluation,0,,
64547,evaluation,1,0,
64569,calibration,0,,
64701,calibration,1,0,
64718,evaluation,0,,
64784,evaluation,1,0,
64797,evaluation,0,,
64819,calibration,0,,
64888,calibration,0,,
64990,calibration,0,,
65004,evaluation,0,,
65058,calibration,1,0,
65074,calibration,0,,
65079,calibration,0,,
65088,calibration,1,0,
65141,calibration,0,,
65150,evaluation,1,0,
65151,evaluation,0,,
65164,calibration,0,,
65180,evaluation,0,,
65201,calibration,1,0,
65221,evaluation,0,,
65228,calibration,1,0,
65352,calibration,0,,
65365,evaluation,1,0,
65376,calibration,1,0,
65385,evaluation,1,0,
65407,calibration,0,,
65418,calibration,0,,
65427,calibration,1,0,
65448,calibration,1,0,
65462,evaluation,0,,
65495,evaluation,0,,
65511,calibration,0,,
65538,evaluation,1,0,
65539,evaluation,0,,
65604,evaluation,1,0,
65637,calibration,0,,
65642,evaluation,0,,
65686,calibration,1,0,
65699,evaluation,0,,
65742,calibration,1,0,
65768,calibration,1,0,
65822,calibration,0,,
65890,evaluation,0,,
65985,calibration,0,,
66062,evaluation,0,,
66141,evaluation,1,0,
66147,evaluation,0,,
66255,evaluation,0,,
66277,calibration,1,0,
66285,calibration,1,0,
66299,calibration,0,,
66300,calibration,0,,
66346,evaluation,0,,
66438,evaluation,0,,
66455,calibration,1,0,
66524,evaluation,0,,
66526,calibration,0,,
66573,evaluation,0,,
66636,evaluation,0,,
66669,calibration,0,,
66692,evaluation,0,,
66708,calibration,1,0,
66726,evaluation,0,,
66791,calibration,0,,
66813,evaluation,0,,
66824,calibration,0,,
66844,evaluation,1,0,
66889,evaluation,0,,
66891,evaluation,0,,
66934,calibration,1,0,
67014,evaluation,0,,
67021,evaluation,0,,
67022,evaluation,0,,
67043,calibration,0,,
67107,evaluation,0,,
67139,evaluation,0,,
67196,evaluation,1,0,
67213,evaluation,1,0,
67279,calibration,1,0,
67283,evaluation,0,,
67313,evaluation,0,,
67399,calibration,1,0,
67447,evaluation,0,,
67488,evaluation,1,0,
67491,evaluation,1,0,
67547,calibration,0,,
67599,evaluation,0,,
67673,evaluation,1,0,
67765,evaluation,1,0,
67786,calibration,0,,
67818,calibration,0,,
67840,evaluation,0,,
67878,calibration,1,0,
67907,evaluation,0,,
67909,calibration,0,,
68002,evaluation,1,0,
68012,evaluation,1,0,
68021,calibration,1,0,
68167,calibration,0,,
68240,calibration,0,,
68257,evaluation,1,0,
68260,evaluation,0,,
68340,calibration,0,,
68343,evaluation,0,,
68362,calibration,1,0,
68391,calibration,0,,
68408,evaluation,1,0,
68431,calibration,0,,
68432,calibration,0,,
68480,evaluation,0,,
68493,evaluation,1,0,
68579,calibration,1,0,
68640,calibration,0,,
68643,calibration,0,,
68665,calibration,0,,
68671,evaluation,0,,
68770,calibration,1,0,
68782,evaluation,0,,
68913,evaluation,1,0,
68967,evaluation,0,,
68981,calibration,0,,
69030,calibration,1,0,
69134,evaluation,0,,
69162,evaluation,0,,
69169,calibration,1,0,
69289,calibration,1,0,
69292,calibration,0,,
69315,evaluation,1,0,
69333,calibration,0,,
69381,calibration,0,,
69395,calibration,1,0,
69398,calibration,1,0,
69399,evaluation,0,,
69400,evaluation,1,0,
69404,evaluation,1,0,
69420,calibration,0,,
69463,evaluation,0,,
69497,evaluation,1,0,
69562,evaluation,0,,
69578,evaluation,1,0,
69607,evaluation,0,,
69621,calibration,1,0,
69647,evaluation,1,0,
69652,evaluation,1,0,
69659,evaluation,0,,
69677,calibration,0,,
69690,calibration,0,,
69742,evaluation,1,0,
69750,evaluation,0,,
69777,evaluation,0,,
69886,calibration,0,,
69891,evaluation,0,,
69916,evaluation,1,0,
69943,evaluation,0,,
69953,calibration,0,,
69985,calibration,0,,
70010,evaluation,1,0,
70024,calibration,0,,
70033,evaluation,0,,
70053,evaluation,1,0,
70081,evaluation,0,,
70136,evaluation,0,,
70144,calibration,0,,
70202,evaluation,0,,
70268,evaluation,1,0,
70270,evaluation,0,,
70271,evaluation,1,0,
70340,evaluation,0,,
70352,calibration,1,0,
70374,evaluation,0,,
70404,evaluation,0,,
70474,calibration,0,,
70541,evaluation,0,,
70581,calibration,0,,
70586,calibration,0,,
70639,evaluation,0,,
70647,evaluation,0,,
70649,evaluation,0,,
70656,evaluation,0,,
70778,calibration,0,,
70789,calibration,1,0,
70814,evaluation,0,,
70816,evaluation,0,,
70862,evaluation,0,,
70866,calibration,0,,
70870,evaluation,0,,
70874,evaluation,0,,
70892,evaluation,0,,
70938,calibration,0,,
70941,evaluation,1,0,
70952,evaluation,0,,
70971,evaluation,1,0,
70979,evaluation,0,,
70987,evaluation,0,,
70996,calibration,0,,
71005,evaluation,1,0,
71042,calibration,0,,
71064,evaluation,1,0,
71087,calibration,0,,
71097,evaluation,1,0,
71145,calibration,0,,
71158,calibration,0,,
71168,evaluation,0,,
71180,calibration,0,,
71186,evaluation,1,0,
71231,calibration,1,0,
71252,calibration,0,,
71255,calibration,0,,
71293,calibration,1,0,
71294,evaluation,0,,
71306,calibration,0,,
71309,calibration,0,,
71319,calibration,1,0,
71328,evaluation,1,0,
71337,calibration,0,,
71377,calibration,1,0,
71382,calibration,0,,
71396,evaluation,0,,
71403,evaluation,1,0,
71404,calibration,0,,
71409,calibration,0,,
71413,evaluation,0,,
71470,calibration,0,,
71542,calibration,0,,
71547,calibration,1,0,
71570,evaluation,0,,
71642,calibration,0,,
71695,evaluation,0,,
71714,calibration,1,0,
71790,calibration,1,0,
71872,calibration,0,,
71903,evaluation,0,,
71946,calibration,0,,
71985,calibration,1,0,
72024,calibration,0,,
72056,calibration,0,,
72091,evaluation,0,,
72110,evaluation,0,,
72119,calibration,0,,
72130,evaluation,1,0,
72178,calibration,0,,
72254,calibration,0,,
72261,evaluation,0,,
72280,calibration,0,,
72315,calibration,1,0,
72337,evaluation,1,0,
72352,calibration,1,0,
72374,calibration,0,,
72417,evaluation,0,,
72447,calibration,0,,
72467,evaluation,0,,
72503,calibration,1,0,
72644,calibration,1,0,
72649,evaluation,1,0,
72663,calibration,0,,
72677,evaluation,0,,
72708,evaluation,0,,
72738,evaluation,0,,
72740,calibration,0,,
72796,evaluation,1,0,
72816,evaluation,0,,
72864,calibration,0,,
72873,calibration,0,,
72976,calibration,1,0,
72985,evaluation,0,,
72996,calibration,0,,
73002,evaluation,0,,
73085,calibration,0,,
73087,evaluation,0,,
73110,evaluation,1,0,
73210,evaluation,0,,
73230,evaluation,0,,
73331,evaluation,0,,
73374,calibration,0,,
73378,calibration,1,0,
73413,calibration,0,,
73427,calibration,0,,
73617,calibration,1,0,
73662,evaluation,0,,
73700,evaluation,0,,
73715,evaluation,0,,
73716,calibration,0,,
73824,evaluation,1,0,
73829,calibration,1,0,
73879,evaluation,1,0,
73949,evaluation,1,0,
74009,evaluation,0,,
74014,calibration,0,,
74039,evaluation,1,0,
74052,evaluation,0,,
74132,evaluation,0,,
74145,calibration,0,,
74171,evaluation,1,0,
74183,evaluation,1,0,
74253,evaluation,0,,
74288,calibration,0,,
74334,calibration,0,,
74355,calibration,0,,
74430,evaluation,1,0,
74453,calibration,1,0,
74468,calibration,0,,
74510,evaluation,0,,
74515,calibration,0,,
74516,calibration,0,,
74526,evaluation,0,,
74583,calibration,1,0,
74608,evaluation,1,0,
74644,calibration,1,0,
74666,evaluation,0,,
74738,calibration,0,,
74739,calibration,0,,
74759,evaluation,0,,
74823,calibration,0,,
74844,calibration,1,0,
74847,evaluation,0,,
74862,calibration,0,,
74961,calibration,0,,
75023,calibration,1,0,
75082,evaluation,1,0,
75084,calibration,0,,
75165,calibration,0,,
75173,evaluation,0,,
75236,evaluation,1,0,
75249,calibration,1,0,
75255,evaluation,1,0,
75261,calibration,1,0,
75271,evaluation,0,,
75283,calibration,0,,
75303,evaluation,0,,
75382,evaluation,0,,
75397,evaluation,0,,
75409,evaluation,0,,
75415,calibration,0,,
75501,calibration,0,,
75516,calibration,0,,
75547,calibration,0,,
75587,calibration,1,0,
75651,calibration,0,,
75679,calibration,0,,
75690,evaluation,0,,
75714,calibration,0,,
75741,calibration,0,,
75771,evaluation,0,,
75809,evaluation,0,,
75811,calibration,0,,
75815,evaluation,0,,
75823,calibration,1,0,
75830,calibration,1,0,
75880,calibration,0,,
75882,calibration,0,,
75924,calibration,0,,
75949,calibration,0,,
75973,calibration,1,0,
75987,evaluation,0,,
76032,evaluation,0,,
76074,evaluation,1,0,
76103,evaluation,0,,
76115,calibration,0,,
76272,calibration,0,,
76292,evaluation,1,0,
76303,evaluation,1,0,
76324,evaluation,0,,
76352,evaluation,0,,
76358,evaluation,1,0,
76380,evaluation,0,,
76418,calibration,0,,
76427,evaluation,0,,
76491,calibration,0,,
76584,evaluation,1,0,
76627,evaluation,0,,
76670,calibration,0,,
76673,calibration,0,,
76683,calibration,1,0,
76710,calibration,1,0,
76724,evaluation,1,0,
76735,calibration,0,,
76748,calibration,0,,
76805,evaluation,0,,
76850,calibration,0,,
76852,calibration,1,0,
76979,calibration,1,0,
76996,evaluation,0,,
77056,evaluation,0,,
77059,calibration,0,,
77078,evaluation,0,,
77119,evaluation,1,0,
77207,evaluation,1,0,
77212,evaluation,0,,
77228,evaluation,0,,
77266,calibration,0,,
77309,calibration,0,,
77313,evaluation,0,,
77314,evaluation,0,,
77390,evaluation,0,,
77458,evaluation,1,1,23
77463,calibration,0,,
77488,calibration,1,0,
77644,calibration,0,,
77714,calibration,1,0,
77736,evaluation,0,,
77845,calibration,0,,
77855,evaluation,1,0,
77857,calibration,0,,
77875,evaluation,1,0,
77900,calibration,1,0,
77993,evaluation,0,,
78007,evaluation,1,0,
78057,evaluation,1,0,
78060,evaluation,0,,
78085,evaluation,0,,
78087,evaluation,0,,
78102,evaluation,0,,
78117,evaluation,1,0,
78273,evaluation,1,0,
78493,evaluation,0,,
78507,calibration,1,0,
78515,calibration,0,,
78527,calibration,0,,
78553,evaluation,0,,
78602,evaluation,1,0,
78612,evaluation,0,,
78671,evaluation,1,0,
78674,calibration,1,0,
78711,evaluation,0,,
78733,calibration,0,,
78771,calibration,0,,
78784,calibration,1,0,
78802,calibration,0,,
78814,calibration,0,,
78825,calibration,0,,
78842,evaluation,1,0,
78851,calibration,1,0,
78884,calibration,1,0,
78906,evaluation,1,0,
78928,calibration,0,,
78937,calibration,0,,
78962,evaluation,1,0,
78966,calibration,0,,
78989,evaluation,0,,
78998,calibration,0,,
79030,calibration,1,0,
79105,evaluation,0,,
79155,calibration,0,,
79158,evaluation,1,0,
79170,calibration,0,,
79180,evaluation,1,0,
79203,calibration,1,0,
79249,calibration,0,,
79260,calibration,0,,
79276,calibration,0,,
79329,calibration,0,,
79358,evaluation,0,,
79413,evaluation,1,0,
79455,evaluation,0,,
79482,evaluation,0,,
79489,calibration,1,0,
79555,calibration,0,,
79571,calibration,1,0,
79576,evaluation,1,0,
79604,evaluation,0,,
79614,evaluation,0,,
79618,evaluation,1,0,
79619,evaluation,0,,
79641,evaluation,0,,
79643,calibration,1,0,
79650,calibration,0,,
79677,calibration,1,0,
79705,evaluation,1,0,
79709,calibration,1,0,
79724,calibration,0,,
79727,calibration,0,,
79728,evaluation,0,,
79731,evaluation,0,,
79732,calibration,0,,
79804,evaluation,1,0,
79814,evaluation,0,,
79880,evaluation,1,0,
79950,calibration,0,,
79954,evaluation,0,,
80028,calibration,1,0,
80034,evaluation,0,,
80084,calibration,1,0,
80103,evaluation,1,0,
80241,evaluation,1,0,
80249,calibration,0,,
80355,evaluation,1,0,
80375,calibration,0,,
80406,evaluation,0,,
80446,calibration,1,0,
80461,evaluation,0,,
80467,calibration,1,0,
80480,calibration,1,0,
80484,calibration,1,0,
80514,evaluation,0,,
80555,calibration,0,,
80571,evaluation,1,0,
80582,calibration,0,,
80673,evaluation,0,,
80676,evaluation,0,,
80687,evaluation,0,,
80714,calibration,0,,
80746,evaluation,0,,
80749,evaluation,1,0,
80752,evaluation,0,,
80756,calibration,0,,
80857,evaluation,1,0,
80880,evaluation,0,,
